date,lifespan_sex,lifespan_val,region
2017-01-01,Мужчины,68.41,Московская область
2017-01-01,Мужчины,65.84,Орловская область
2017-01-01,Мужчины,67.06,Рязанская область
2017-01-01,Мужчины,65.78,Смоленская область
2017-01-01,Мужчины,67.72,Тамбовская область
2017-01-01,Мужчины,64.92,Тверская область
2017-01-01,Мужчины,65.6,Тульская область
2017-01-01,Мужчины,66.12,Ярославская область
2017-01-01,Мужчины,74.39,г. Москва
2017-01-01,Мужчины,67.74,Северо-Западный  федеральный округ
2017-01-01,Мужчины,64.9,Республика Карелия
2017-01-01,Мужчины,65.32,Республика Коми
2017-01-01,Мужчины,66.12,Архангельская область
2017-01-01,Мужчины,65.94,Ненецкий автономный округ
2017-01-01,Мужчины,66.14,Архангельская область  без автономного округа
2017-01-01,Мужчины,65.53,Вологодская область
2017-01-01,Мужчины,67.6,Калининградская область
2017-01-01,Мужчины,67.39,Ленинградская область
2017-01-01,Мужчины,66.49,Мурманская область
2017-01-01,Мужчины,63.86,Новгородская область
2017-01-01,Мужчины,64.13,Псковская область
2017-01-01,Мужчины,70.94,г. Санкт-Петербург
2017-01-01,Мужчины,68.3,Южный  федеральный округ
2017-01-01,Мужчины,68.18,Республика Адыгея
2017-01-01,Мужчины,68.55,Республика Калмыкия
2017-01-01,Мужчины,67.08,Республика Крым
2017-01-01,Мужчины,68.58,Краснодарский край
2017-01-01,Мужчины,68.38,Астраханская область
2017-01-01,Мужчины,68.59,Волгоградская область
2017-01-01,Мужчины,68.29,Ростовская область
2017-01-01,Мужчины,68.48,г. Севастополь
2017-01-01,Мужчины,71.95,Северо-Кавказский  федеральный округ
2017-01-01,Мужчины,75.02,Республика Дагестан
2017-01-01,Мужчины,78.58,Республика Ингушетия 
2017-01-01,Мужчины,71.7,Кабардино-Балкарская  Республика
2017-01-01,Мужчины,71.42,Карачаево-Черкесская  Республика
2017-01-01,Мужчины,70.48,Республика Северная  Осетия – Алания
2017-01-01,Мужчины,71.98,Чеченская Республика 
2017-01-01,Мужчины,69.46,Ставропольский край
2005-01-01,Мужчины,60.41,Республика Башкортостан
2005-01-01,Мужчины,56.78,Республика Марий Эл
2005-01-01,Мужчины,60.1,Республика Мордовия
2005-01-01,Мужчины,61.31,Республика Татарстан
2005-01-01,Мужчины,57.5,Удмуртская Республика
2005-01-01,Мужчины,59.89,Чувашская Республика
2005-01-01,Мужчины,55.65,Пермский край
2005-01-01,Мужчины,57.82,Кировская область
2005-01-01,Мужчины,56.42,Нижегородская область 
2005-01-01,Мужчины,58.51,Оренбургская область
2005-01-01,Мужчины,58.73,Пензенская область
2005-01-01,Мужчины,59.37,Самарская область
2005-01-01,Мужчины,59.46,Саратовская область
2005-01-01,Мужчины,58.72,Ульяновская область
2005-01-01,Мужчины,58.69,Уральский  федеральный округ
2005-01-01,Мужчины,57.35,Курганская область
2005-01-01,Мужчины,57.75,Свердловская область 
2005-01-01,Мужчины,60.63,Тюменская область
2005-01-01,Мужчины,62.13,Ханты-Мансийский  автономный округ – Югра
2005-01-01,Мужчины,61.99,Ямало-Ненецкий  автономный округ
2005-01-01,Мужчины,58.41,Тюменская область  без автономных округов
2005-01-01,Мужчины,58.32,ая область
2005-01-01,Мужчины,56.18,Сибирский  федеральный округ1)
2005-01-01,Мужчины,54.23,Республика Алтай
2005-01-01,Мужчины,50.6,Республика Тыва
2005-01-01,Мужчины,54.95,Республика Хакасия
2005-01-01,Мужчины,58.26,Алтайский край
2005-01-01,Мужчины,56.58,Красноярский край
2005-01-01,Мужчины,53.26,Иркутская область
2005-01-01,Мужчины,54.92,Кемеровская область
2005-01-01,Мужчины,58.51,Новосибирская область 
2005-01-01,Мужчины,58.66,Омская область
2005-01-01,Мужчины,59.26,Томская область
2005-01-01,Мужчины,56.1,Дальневосточный  федеральный округ1)
2005-01-01,Мужчины,54.42,Республика Бурятия
2005-01-01,Мужчины,58.66,Республика Саха (Якутия)
2005-01-01,Мужчины,52.93,Забайкальский край
2005-01-01,Мужчины,57.6,Камчатский край
2005-01-01,Мужчины,56.88,Приморский край
2005-01-01,Мужчины,55.32,Хабаровский край 
2005-01-01,Мужчины,53.98,Амурская область
2005-01-01,Мужчины,57.08,Магаданская область
2005-01-01,Мужчины,54.53,Сахалинская область
2005-01-01,Мужчины,53.76,Еврейская автономная  область
2005-01-01,Мужчины,54.36,Чукотский автономный  округ
2010-01-01,Мужчины,63.06,Республика Башкортостан
2010-01-01,Мужчины,60.95,Республика Марий Эл
2010-01-01,Мужчины,63.42,Республика Мордовия
2010-01-01,Мужчины,64.41,Республика Татарстан
2010-01-01,Мужчины,61.64,Удмуртская Республика
2010-01-01,Мужчины,62.3,Чувашская Республика
2010-01-01,Мужчины,60.21,Пермский край
2010-01-01,Мужчины,62.14,Кировская область
2010-01-01,Мужчины,60.52,Нижегородская область 
2010-01-01,Мужчины,61.89,Оренбургская область
2010-01-01,Мужчины,62.97,Пензенская область
2010-01-01,Мужчины,62.02,Самарская область
2010-01-01,Мужчины,63.0,Саратовская область
2010-01-01,Мужчины,62.35,Ульяновская область
2010-01-01,Мужчины,62.83,Уральский  федеральный округ
2010-01-01,Мужчины,61.35,Курганская область
2010-01-01,Мужчины,62.69,Свердловская область 
2010-01-01,Мужчины,63.92,Тюменская область
2010-01-01,Мужчины,65.2,Ханты-Мансийский  автономный округ – Югра
2010-01-01,Мужчины,65.59,Ямало-Ненецкий  автономный округ
2010-01-01,Мужчины,61.95,Тюменская область  без автономных округов
2010-01-01,Мужчины,62.3,ая область
2010-01-01,Мужчины,61.07,Сибирский  федеральный округ1)
2010-01-01,Мужчины,59.95,Республика Алтай
2010-01-01,Мужчины,54.64,Республика Тыва
2010-01-01,Мужчины,61.61,Республика Хакасия
2010-01-01,Мужчины,62.69,Алтайский край
2010-01-01,Мужчины,61.6,Красноярский край
2010-01-01,Мужчины,58.85,Иркутская область
2010-01-01,Мужчины,59.01,Кемеровская область
2010-01-01,Мужчины,63.28,Новосибирская область 
2010-01-01,Мужчины,62.91,Омская область
2010-01-01,Мужчины,63.1,Томская область
2010-01-01,Мужчины,59.98,Дальневосточный  федеральный округ1)
2010-01-01,Мужчины,60.05,Республика Бурятия
2010-01-01,Мужчины,60.97,Республика Саха (Якутия)
2010-01-01,Мужчины,59.05,Забайкальский край
2010-01-01,Мужчины,60.51,Камчатский край
2010-01-01,Мужчины,61.09,Приморский край
2010-01-01,Мужчины,59.59,Хабаровский край 
2010-01-01,Мужчины,58.51,Амурская область
2010-01-01,Мужчины,59.8,Магаданская область
2010-01-01,Мужчины,59.06,Сахалинская область
2010-01-01,Мужчины,57.46,Еврейская автономная  область
2010-01-01,Мужчины,52.69,Чукотский автономный  округ
2011-01-01,Мужчины,63.13,Республика Башкортостан
2011-01-01,Мужчины,61.94,Республика Марий Эл
2011-01-01,Мужчины,64.12,Республика Мордовия
2011-01-01,Мужчины,65.38,Республика Татарстан
2011-01-01,Мужчины,62.58,Удмуртская Республика
2011-01-01,Мужчины,63.44,Чувашская Республика
2011-01-01,Мужчины,61.3,Пермский край
2011-01-01,Мужчины,63.38,Кировская область
2011-01-01,Мужчины,62.07,Нижегородская область 
2011-01-01,Мужчины,62.36,Оренбургская область
2011-01-01,Мужчины,63.84,Пензенская область
2011-01-01,Мужчины,62.9,Самарская область
2011-01-01,Мужчины,64.04,Саратовская область
2011-01-01,Мужчины,63.25,Ульяновская область
2011-01-01,Мужчины,63.5,Уральский  федеральный округ
2011-01-01,Мужчины,62.03,Курганская область
2011-01-01,Мужчины,63.23,Свердловская область 
2011-01-01,Мужчины,65.04,Тюменская область
2011-01-01,Мужчины,66.03,Ханты-Мансийский  автономный округ – Югра
2011-01-01,Мужчины,65.62,Ямало-Ненецкий  автономный округ
2011-01-01,Мужчины,63.36,Тюменская область  без автономных округов
2011-01-01,Мужчины,62.76,ая область
2011-01-01,Мужчины,61.79,Сибирский  федеральный округ1)
2011-01-01,Мужчины,59.86,Республика Алтай
2011-01-01,Мужчины,56.25,Республика Тыва
2011-01-01,Мужчины,62.03,Республика Хакасия
2011-01-01,Мужчины,63.29,Алтайский край
2011-01-01,Мужчины,62.53,Красноярский край
2011-01-01,Мужчины,59.59,Иркутская область
2011-01-01,Мужчины,59.87,Кемеровская область
2011-01-01,Мужчины,63.86,Новосибирская область 
2011-01-01,Мужчины,63.71,Омская область
2011-01-01,Мужчины,63.71,Томская область
2011-01-01,Мужчины,60.62,Дальневосточный  федеральный округ1)
2011-01-01,Мужчины,60.25,Республика Бурятия
2011-01-01,Мужчины,61.88,Республика Саха (Якутия)
2011-01-01,Мужчины,59.94,Забайкальский край
2011-01-01,Мужчины,61.55,Камчатский край
2011-01-01,Мужчины,61.65,Приморский край
2011-01-01,Мужчины,59.97,Хабаровский край 
2011-01-01,Мужчины,58.87,Амурская область
2011-01-01,Мужчины,60.18,Магаданская область
2011-01-01,Мужчины,59.8,Сахалинская область
2011-01-01,Мужчины,57.5,Еврейская автономная  область
2011-01-01,Мужчины,57.53,Чукотский автономный  округ
2012-01-01,Мужчины,63.34,Республика Башкортостан
2012-01-01,Мужчины,62.82,Республика Марий Эл
2012-01-01,Мужчины,64.59,Республика Мордовия
2012-01-01,Мужчины,65.95,Республика Татарстан
2012-01-01,Мужчины,63.4,Удмуртская Республика
2012-01-01,Мужчины,64.31,Чувашская Республика
2012-01-01,Мужчины,62.24,Пермский край
2012-01-01,Мужчины,63.91,Кировская область
2012-01-01,Мужчины,62.63,Нижегородская область 
2012-01-01,Мужчины,62.79,Оренбургская область
2012-01-01,Мужчины,64.9,Пензенская область
2012-01-01,Мужчины,63.49,Самарская область
2012-01-01,Мужчины,64.51,Саратовская область
2012-01-01,Мужчины,64.7,Ульяновская область
2012-01-01,Мужчины,63.82,Уральский  федеральный округ
2012-01-01,Мужчины,62.13,Курганская область
2012-01-01,Мужчины,63.51,Свердловская область 
2012-01-01,Мужчины,65.39,Тюменская область
2012-01-01,Мужчины,66.88,Ханты-Мансийский  автономный округ – Югра
2012-01-01,Мужчины,66.26,Ямало-Ненецкий  автономный округ
2012-01-01,Мужчины,63.41,Тюменская область  без автономных округов
2012-01-01,Мужчины,63.03,ая область
2012-01-01,Мужчины,62.09,Сибирский  федеральный округ1)
2012-01-01,Мужчины,60.8,Республика Алтай
2012-01-01,Мужчины,55.53,Республика Тыва
2012-01-01,Мужчины,61.86,Республика Хакасия
2012-01-01,Мужчины,63.49,Алтайский край
2012-01-01,Мужчины,62.65,Красноярский край
2012-01-01,Мужчины,59.92,Иркутская область
2012-01-01,Мужчины,60.54,Кемеровская область
2012-01-01,Мужчины,63.9,Новосибирская область 
2012-01-01,Мужчины,63.47,Омская область
2012-01-01,Мужчины,64.48,Томская область
2012-01-01,Мужчины,61.35,Дальневосточный  федеральный округ1)
2012-01-01,Мужчины,60.97,Республика Бурятия
2012-01-01,Мужчины,62.37,Республика Саха (Якутия)
2012-01-01,Мужчины,60.61,Забайкальский край
2012-01-01,Мужчины,62.09,Камчатский край
2012-01-01,Мужчины,62.29,Приморский край
2012-01-01,Мужчины,61.27,Хабаровский край 
2012-01-01,Мужчины,59.26,Амурская область
2012-01-01,Мужчины,60.82,Магаданская область
2012-01-01,Мужчины,60.75,Сахалинская область
2012-01-01,Мужчины,58.46,Еврейская автономная  область
2012-01-01,Мужчины,56.59,Чукотский автономный  округ
2013-01-01,Мужчины,63.66,Республика Башкортостан
2013-01-01,Мужчины,62.82,Республика Марий Эл
2013-01-01,Мужчины,64.79,Республика Мордовия
2013-01-01,Мужчины,66.35,Республика Татарстан
2013-01-01,Мужчины,63.52,Удмуртская Республика
2013-01-01,Мужчины,64.59,Чувашская Республика
2013-01-01,Мужчины,62.61,Пермский край
2013-01-01,Мужчины,64.31,Кировская область
2013-01-01,Мужчины,63.06,Нижегородская область 
2013-01-01,Мужчины,63.1,Оренбургская область
2013-01-01,Мужчины,65.47,Пензенская область
2013-01-01,Мужчины,63.28,Самарская область
2013-01-01,Мужчины,65.01,Саратовская область
2013-01-01,Мужчины,64.64,Ульяновская область
2013-01-01,Мужчины,64.14,Уральский  федеральный округ
2013-01-01,Мужчины,61.93,Курганская область
2013-01-01,Мужчины,63.64,Свердловская область 
2013-01-01,Мужчины,65.97,Тюменская область
2013-01-01,Мужчины,67.27,Ханты-Мансийский  автономный округ – Югра
2013-01-01,Мужчины,66.53,Ямало-Ненецкий  автономный округ
2013-01-01,Мужчины,64.23,Тюменская область  без автономных округов
2013-01-01,Мужчины,63.48,ая область
2013-01-01,Мужчины,62.74,Сибирский  федеральный округ1)
2013-01-01,Мужчины,61.48,Республика Алтай
2013-01-01,Мужчины,56.37,Республика Тыва
2013-01-01,Мужчины,62.95,Республика Хакасия
2013-01-01,Мужчины,64.11,Алтайский край
2013-01-01,Мужчины,63.35,Красноярский край
2013-01-01,Мужчины,60.32,Иркутская область
2013-01-01,Мужчины,61.5,Кемеровская область
2013-01-01,Мужчины,64.29,Новосибирская область 
2013-01-01,Мужчины,63.86,Омская область
2013-01-01,Мужчины,64.78,Томская область
2013-01-01,Мужчины,62.22,Дальневосточный  федеральный округ1)
2013-01-01,Мужчины,62.32,Республика Бурятия
2013-01-01,Мужчины,63.54,Республика Саха (Якутия)
2013-01-01,Мужчины,61.47,Забайкальский край
2013-01-01,Мужчины,62.59,Камчатский край
2013-01-01,Мужчины,62.77,Приморский край
2013-01-01,Мужчины,62.13,Хабаровский край 
2013-01-01,Мужчины,60.59,Амурская область
2013-01-01,Мужчины,61.84,Магаданская область
2013-01-01,Мужчины,62.17,Сахалинская область
2013-01-01,Мужчины,58.84,Еврейская автономная  область
2013-01-01,Мужчины,58.65,Чукотский автономный  округ
2014-01-01,Мужчины,63.79,Республика Башкортостан
2014-01-01,Мужчины,62.87,Республика Марий Эл
2014-01-01,Мужчины,65.2,Республика Мордовия
2014-01-01,Мужчины,66.39,Республика Татарстан
2014-01-01,Мужчины,63.55,Удмуртская Республика
2014-01-01,Мужчины,64.46,Чувашская Республика
2014-01-01,Мужчины,63.14,Пермский край
2014-01-01,Мужчины,64.44,Кировская область
2014-01-01,Мужчины,63.3,Нижегородская область 
2014-01-01,Мужчины,62.78,Оренбургская область
2014-01-01,Мужчины,65.67,Пензенская область
2014-01-01,Мужчины,63.35,Самарская область
2014-01-01,Мужчины,65.26,Саратовская область
2014-01-01,Мужчины,64.52,Ульяновская область
2014-01-01,Мужчины,64.3,Уральский  федеральный округ
2014-01-01,Мужчины,62.54,Курганская область
2014-01-01,Мужчины,63.71,Свердловская область 
2014-01-01,Мужчины,66.14,Тюменская область
2014-01-01,Мужчины,67.32,Ханты-Мансийский  автономный округ – Югра
2014-01-01,Мужчины,67.02,Ямало-Ненецкий  автономный округ
2014-01-01,Мужчины,64.55,Тюменская область  без автономных округов
2014-01-01,Мужчины,63.59,ая область
2014-01-01,Мужчины,62.95,Сибирский  федеральный округ1)
2014-01-01,Мужчины,61.88,Республика Алтай
2014-01-01,Мужчины,56.63,Республика Тыва
2014-01-01,Мужчины,63.02,Республика Хакасия
2014-01-01,Мужчины,64.33,Алтайский край
2014-01-01,Мужчины,63.6,Красноярский край
2014-01-01,Мужчины,60.53,Иркутская область
2014-01-01,Мужчины,61.64,Кемеровская область
2014-01-01,Мужчины,64.41,Новосибирская область 
2014-01-01,Мужчины,64.1,Омская область
2014-01-01,Мужчины,64.94,Томская область
2014-01-01,Мужчины,62.68,Дальневосточный  федеральный округ1)
2014-01-01,Мужчины,62.72,Республика Бурятия
2014-01-01,Мужчины,64.34,Республика Саха (Якутия)
2014-01-01,Мужчины,61.68,Забайкальский край
2014-01-01,Мужчины,62.82,Камчатский край
2014-01-01,Мужчины,63.39,Приморский край
2014-01-01,Мужчины,62.24,Хабаровский край 
2014-01-01,Мужчины,61.32,Амурская область
2014-01-01,Мужчины,61.62,Магаданская область
2014-01-01,Мужчины,62.21,Сахалинская область
2014-01-01,Мужчины,59.49,Еврейская автономная  область
2014-01-01,Мужчины,58.84,Чукотский автономный  округ
2015-01-01,Мужчины,64.31,Республика Башкортостан
2015-01-01,Мужчины,63.52,Республика Марий Эл
2015-01-01,Мужчины,66.49,Республика Мордовия
2015-01-01,Мужчины,67.05,Республика Татарстан
2015-01-01,Мужчины,64.24,Удмуртская Республика
2015-01-01,Мужчины,65.53,Чувашская Республика
2015-01-01,Мужчины,63.08,Пермский край
2015-01-01,Мужчины,65.2,Кировская область
2015-01-01,Мужчины,64.05,Нижегородская область 
2015-01-01,Мужчины,63.87,Оренбургская область
2015-01-01,Мужчины,66.47,Пензенская область
2015-01-01,Мужчины,64.34,Самарская область
2015-01-01,Мужчины,65.83,Саратовская область
2015-01-01,Мужчины,64.5,Ульяновская область
2015-01-01,Мужчины,64.55,Уральский  федеральный округ
2015-01-01,Мужчины,62.82,Курганская область
2015-01-01,Мужчины,63.75,Свердловская область 
2015-01-01,Мужчины,66.47,Тюменская область
2015-01-01,Мужчины,67.57,Ханты-Мансийский  автономный округ – Югра
2015-01-01,Мужчины,66.9,Ямало-Ненецкий  автономный округ
2015-01-01,Мужчины,64.95,Тюменская область  без автономных округов
2015-01-01,Мужчины,63.94,ая область
2015-01-01,Мужчины,63.59,Сибирский  федеральный округ1)
2015-01-01,Мужчины,62.82,Республика Алтай
2015-01-01,Мужчины,58.05,Республика Тыва
2015-01-01,Мужчины,63.4,Республика Хакасия
2015-01-01,Мужчины,64.97,Алтайский край
2015-01-01,Мужчины,64.01,Красноярский край
2015-01-01,Мужчины,61.31,Иркутская область
2015-01-01,Мужчины,62.32,Кемеровская область
2015-01-01,Мужчины,65.08,Новосибирская область 
2015-01-01,Мужчины,64.56,Омская область
2015-01-01,Мужчины,65.94,Томская область
2015-01-01,Мужчины,63.28,Дальневосточный  федеральный округ1)
2015-01-01,Мужчины,63.73,Республика Бурятия
2015-01-01,Мужчины,64.94,Республика Саха (Якутия)
2015-01-01,Мужчины,61.92,Забайкальский край
2015-01-01,Мужчины,63.26,Камчатский край
2015-01-01,Мужчины,64.04,Приморский край
2015-01-01,Мужчины,63.21,Хабаровский край 
2015-01-01,Мужчины,61.64,Амурская область
2015-01-01,Мужчины,63.17,Магаданская область
2015-01-01,Мужчины,62.35,Сахалинская область
2015-01-01,Мужчины,59.12,Еврейская автономная  область
2015-01-01,Мужчины,59.35,Чукотский автономный  округ
2016-01-01,Мужчины,65.33,Республика Башкортостан
2016-01-01,Мужчины,64.68,Республика Марий Эл
2016-01-01,Мужчины,66.76,Республика Мордовия
2016-01-01,Мужчины,68.15,Республика Татарстан
2016-01-01,Мужчины,64.59,Удмуртская Республика
2016-01-01,Мужчины,65.61,Чувашская Республика
2016-01-01,Мужчины,63.95,Пермский край
2016-01-01,Мужчины,65.77,Кировская область
2016-01-01,Мужчины,64.69,Нижегородская область 
2016-01-01,Мужчины,64.94,Оренбургская область
2016-01-01,Мужчины,66.81,Пензенская область
2016-01-01,Мужчины,65.37,Самарская область
2016-01-01,Мужчины,66.86,Саратовская область
2016-01-01,Мужчины,65.22,Ульяновская область
2016-01-01,Мужчины,65.04,Уральский  федеральный округ
2016-01-01,Мужчины,63.35,Курганская область
2016-01-01,Мужчины,63.94,Свердловская область 
2016-01-01,Мужчины,67.28,Тюменская область
2016-01-01,Мужчины,68.91,Ханты-Мансийский  автономный округ – Югра
2016-01-01,Мужчины,67.15,Ямало-Ненецкий  автономный округ
2016-01-01,Мужчины,65.53,Тюменская область  без автономных округов
2016-01-01,Мужчины,64.5,ая область
2016-01-01,Мужчины,64.09,Сибирский  федеральный округ1)
2016-01-01,Мужчины,64.99,Республика Алтай
2016-01-01,Мужчины,59.13,Республика Тыва
2016-01-01,Мужчины,63.66,Республика Хакасия
2016-01-01,Мужчины,65.12,Алтайский край
2016-01-01,Мужчины,64.32,Красноярский край
2016-01-01,Мужчины,62.19,Иркутская область
2016-01-01,Мужчины,62.72,Кемеровская область
2016-01-01,Мужчины,65.41,Новосибирская область 
2016-01-01,Мужчины,65.04,Омская область
2016-01-01,Мужчины,66.16,Томская область
2016-01-01,Мужчины,63.84,Дальневосточный  федеральный округ1)
2016-01-01,Мужчины,64.21,Республика Бурятия
2016-01-01,Мужчины,65.78,Республика Саха (Якутия)
2016-01-01,Мужчины,62.96,Забайкальский край
2016-01-01,Мужчины,63.48,Камчатский край
2016-01-01,Мужчины,64.48,Приморский край
2016-01-01,Мужчины,63.52,Хабаровский край 
2016-01-01,Мужчины,62.65,Амурская область
2016-01-01,Мужчины,63.56,Магаданская область
2016-01-01,Мужчины,63.08,Сахалинская область
2016-01-01,Мужчины,59.98,Еврейская автономная  область
2016-01-01,Мужчины,59.73,Чукотский автономный  округ
2017-01-01,Мужчины,66.24,Республика Башкортостан
2017-01-01,Мужчины,66.47,Республика Марий Эл
2017-01-01,Мужчины,68.12,Республика Мордовия
2017-01-01,Мужчины,68.86,Республика Татарстан
2017-01-01,Мужчины,65.93,Удмуртская Республика
2017-01-01,Мужчины,66.99,Чувашская Республика
2017-01-01,Мужчины,65.1,Пермский край
2017-01-01,Мужчины,67.04,Кировская область
2017-01-01,Мужчины,66.21,Нижегородская область 
2017-01-01,Мужчины,65.53,Оренбургская область
2017-01-01,Мужчины,67.79,Пензенская область
2017-01-01,Мужчины,66.15,Самарская область
2017-01-01,Мужчины,67.8,Саратовская область
2017-01-01,Мужчины,67.04,Ульяновская область
2017-01-01,Мужчины,66.24,Уральский  федеральный округ
2017-01-01,Мужчины,65.1,Курганская область
2017-01-01,Мужчины,65.22,Свердловская область 
2017-01-01,Мужчины,68.09,Тюменская область
2017-01-01,Мужчины,69.25,Ханты-Мансийский  автономный округ – Югра
2017-01-01,Мужчины,68.99,Ямало-Ненецкий  автономный округ
2017-01-01,Мужчины,66.63,Тюменская область  без автономных округов
2017-01-01,Мужчины,65.9,ая область
2017-01-01,Мужчины,64.95,Сибирский  федеральный округ1)
2017-01-01,Мужчины,65.88,Республика Алтай
2017-01-01,Мужчины,61.29,Республика Тыва
2017-01-01,Мужчины,64.96,Республика Хакасия
2017-01-01,Мужчины,65.71,Алтайский край
2017-01-01,Мужчины,65.04,Красноярский край
2017-01-01,Мужчины,63.24,Иркутская область
2017-01-01,Мужчины,63.68,Кемеровская область
2017-01-01,Мужчины,65.95,Новосибирская область 
2017-01-01,Мужчины,66.01,Омская область
2017-01-01,Мужчины,66.62,Томская область
2017-01-01,Мужчины,64.8,Дальневосточный  федеральный округ1)
2017-01-01,Мужчины,65.29,Республика Бурятия
2017-01-01,Мужчины,66.39,Республика Саха (Якутия)
2017-01-01,Мужчины,64.62,Забайкальский край
2017-01-01,Мужчины,65.21,Камчатский край
2017-01-01,Мужчины,65.34,Приморский край
2017-01-01,Мужчины,64.23,Хабаровский край 
2017-01-01,Мужчины,63.66,Амурская область
2017-01-01,Мужчины,63.41,Магаданская область
2017-01-01,Мужчины,64.59,Сахалинская область
2017-01-01,Мужчины,63.35,Еврейская автономная  область
2017-01-01,Мужчины,60.33,Чукотский автономный  округ
2018-01-01,Мужчины,66.69,Республика Башкортостан
2018-01-01,Мужчины,66.28,Республика Марий Эл
2018-01-01,Мужчины,68.64,Республика Мордовия
2018-01-01,Мужчины,68.93,Республика Татарстан
2018-01-01,Мужчины,66.49,Удмуртская Республика
2018-01-01,Мужчины,67.24,Чувашская Республика
2018-01-01,Мужчины,64.97,Пермский край
2018-01-01,Мужчины,66.84,Кировская область
2018-01-01,Мужчины,66.01,Нижегородская область 
2018-01-01,Мужчины,65.93,Оренбургская область
2018-01-01,Мужчины,67.84,Пензенская область
2018-01-01,Мужчины,66.89,Самарская область
2018-01-01,Мужчины,67.85,Саратовская область
2018-01-01,Мужчины,66.86,Ульяновская область
2018-01-01,Мужчины,66.53,Уральский  федеральный округ
2018-01-01,Мужчины,65.03,Курганская область
2018-01-01,Мужчины,65.47,Свердловская область 
2018-01-01,Мужчины,68.43,Тюменская область
2018-01-01,Мужчины,69.94,Ханты-Мансийский  автономный округ – Югра
2018-01-01,Мужчины,69.39,Ямало-Ненецкий  автономный округ
2018-01-01,Мужчины,66.56,Тюменская область  без автономных округов
2018-01-01,Мужчины,66.11,ая область
2018-01-01,Мужчины,65.15,Сибирский  федеральный округ1)
2018-01-01,Мужчины,65.0,Республика Алтай
2018-01-01,Мужчины,61.4,Республика Тыва
2018-01-01,Мужчины,66.1,Республика Хакасия
2018-01-01,Мужчины,65.74,Алтайский край
2018-01-01,Мужчины,64.94,Красноярский край
2018-01-01,Мужчины,63.32,Иркутская область
2018-01-01,Мужчины,63.66,Кемеровская область
2018-01-01,Мужчины,66.34,Новосибирская область 
2018-01-01,Мужчины,66.45,Омская область
2018-01-01,Мужчины,67.69,Томская область
2018-01-01,Мужчины,65.04,Дальневосточный  федеральный округ1)
2018-01-01,Мужчины,65.7,Республика Бурятия
2018-01-01,Мужчины,67.61,Республика Саха (Якутия)
2018-01-01,Мужчины,63.78,Забайкальский край
2018-01-01,Мужчины,64.91,Камчатский край
2018-01-01,Мужчины,65.52,Приморский край
2018-01-01,Мужчины,64.75,Хабаровский край 
2018-01-01,Мужчины,64.06,Амурская область
2018-01-01,Мужчины,64.05,Магаданская область
2018-01-01,Мужчины,64.64,Сахалинская область
2018-01-01,Мужчины,63.36,Еврейская автономная  область
2018-01-01,Мужчины,59.22,Чукотский автономный  округ
2005-01-01,Женщины,72.47,Российская Федерация
2005-01-01,Женщины,73.53,Центральный  федеральный округ
2005-01-01,Женщины,75.02,Белгородская область
2005-01-01,Женщины,72.22,Брянская область
2005-01-01,Женщины,71.58,Владимирская область
2005-01-01,Женщины,73.99,Воронежская область
2005-01-01,Женщины,70.38,Ивановская область
2005-01-01,Женщины,72.14,Калужская область
2005-01-01,Женщины,70.47,Костромская область
2005-01-01,Женщины,73.12,Курская область
2005-01-01,Женщины,73.8,Липецкая область
2005-01-01,Женщины,73.28,Московская область
2005-01-01,Женщины,72.78,Орловская область
2005-01-01,Женщины,72.8,Рязанская область
2005-01-01,Женщины,70.63,Смоленская область
2005-01-01,Женщины,73.78,Тамбовская область
2005-01-01,Женщины,69.88,Тверская область
2005-01-01,Женщины,71.06,Тульская область
2005-01-01,Женщины,71.97,Ярославская область
2005-01-01,Женщины,76.31,г. Москва
2005-01-01,Женщины,71.6,Северо-Западный  федеральный округ
2005-01-01,Женщины,69.85,Республика Карелия
2005-01-01,Женщины,69.46,Республика Коми
2005-01-01,Женщины,71.12,Архангельская область
2005-01-01,Женщины,72.43,Ненецкий автономный округ
2005-01-01,Женщины,71.08,Архангельская область  без автономного округа
2005-01-01,Женщины,71.72,Вологодская область
2005-01-01,Женщины,69.35,Калининградская область
2005-01-01,Женщины,70.21,Ленинградская область
2005-01-01,Женщины,70.46,Мурманская область
2005-01-01,Женщины,70.12,Новгородская область
2005-01-01,Женщины,68.15,Псковская область
2005-01-01,Женщины,74.28,г. Санкт-Петербург
2005-01-01,Женщины,73.66,Южный  федеральный округ
2005-01-01,Женщины,74.59,Республика Адыгея
2005-01-01,Женщины,73.87,Республика Калмыкия
2005-01-01,Женщины,73.91,Краснодарский край
2005-01-01,Женщины,72.98,Астраханская область
2005-01-01,Женщины,73.81,Волгоградская область
2005-01-01,Женщины,73.26,Ростовская область
2005-01-01,Женщины,75.32,Северо-Кавказский  федеральный округ
2005-01-01,Женщины,77.07,Республика Дагестан
2005-01-01,Женщины,76.75,Республика Ингушетия 
2005-01-01,Женщины,75.19,Кабардино-Балкарская  Республика
2005-01-01,Женщины,75.69,Карачаево-Черкесская  Республика
2005-01-01,Женщины,76.01,Республика Северная  Осетия – Алания
2005-01-01,Женщины,76.55,Чеченская Республика 
2005-01-01,Женщины,73.88,Ставропольский край
2005-01-01,Женщины,72.47,Российская Федерация
2005-01-01,Женщины,73.53,Центральный  федеральный округ
2005-01-01,Женщины,75.02,Белгородская область
